MOF 1 PBS Ar 410 460 nm 400us Delta OD 10 disparos repetido

Labels,1 410.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),2 420.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),3 430.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),1 440.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),2 450.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),3 460.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),
Type,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,
Comment,,,,,,,
Start,0.00,0.00,0.00,0.00,0.00,0.00,
Stop,399960.0000,399960.0000,399960.0000,399960.0000,399960.0000,399960.0000,
Step,40.00,40.00,40.00,40.00,40.00,40.00,
Fixed/Offset, , , , , , ,
XAxis,Time,Time,Time,Time,Time,Time,
YAxis,Delta OD,Delta OD,Delta OD,Delta OD,Delta OD,Delta OD,

3.52E04,3.06587736E-3,9.25099757E-3,1.61892804E-3,-2.20362446E-3,3.63299740E-4,-2.31279802E-4,
35240.000,-7.36901537E-2,1.73292141E-2,-5.17921115E-4,-6.70690148E-4,1.06840034E-3,1.53012035E-4,
35280.000,-7.70735741E-2,1.71993673E-2,1.08302024E-3,8.53421690E-4,3.64723062E-4,-4.86465084E-4,
35320.000,-8.00894690E-4,2.30764225E-2,1.08338089E-3,1.28906884E-3,-6.92870002E-4,1.53439629E-4,
35360.000,6.09186431E-3,9.25099570E-3,1.56102851E-5,-2.20840657E-3,-1.65610923E-4,-7.40240619E-4,
3.54E04,2.73175724E-3,-1.26846181E-2,-5.19530033E-4,-6.73117698E-4,5.40446432E-4,1.17457577E-3,
35440.000,3.31732519E-2,-4.31129662E-3,1.61898124E-3,-4.56828770E-4,1.06891652E-3,-1.12786109E-3,
35480.000,4.62520868E-2,3.73101910E-3,9.05553519E-4,-2.11618863E-5,-1.67809398E-4,6.63970248E-4,
35520.000,1.03952000E-2,-6.88905409E-3,3.71348928E-4,-2.37009604E-4,2.47620069E-3,4.08290711E-4,
35560.000,-4.51661907E-2,3.96573311E-3,-6.99792756E-4,8.53694277E-4,1.88355931E-4,-1.76605524E-3,
3.56E04,-8.96170922E-3,-1.20888976E-2,-8.76489270E-4,-2.63482798E-3,2.83145159E-3,-1.37987512E-3,
35640.000,8.04492980E-2,1.17251594E-2,-6.98012882E-4,-1.32449192E-3,1.24540611E-3,-1.76538294E-3,
35680.000,4.03849296E-2,3.01317871E-2,1.90263192E-4,6.35761884E-4,3.64202366E-4,-3.57712939E-4,
35720.000,6.73471317E-2,-4.32401290E-3,-1.23205583E-3,-1.75869092E-3,1.95493107E-3,-4.88240301E-4,
35760.000,1.85464248E-2,-9.65089723E-3,1.92451000E-4,-4.52560722E-4,1.59968203E-3,2.80595559E-4,
3.58E04,3.31732482E-2,-1.51365157E-2,9.05627734E-4,-4.52593085E-4,1.87913014E-4,-7.41426251E-4,
35840.000,-5.16830720E-2,-1.55061111E-2,-1.62863958E-4,1.28838245E-3,1.95101777E-3,2.51139209E-5,
35880.000,-5.28938733E-2,-9.76388808E-3,1.61759474E-3,1.99480943E-4,-1.57984206E-3,-4.86169767E-4,
35920.000,-3.66338678E-2,1.00783329E-3,1.79711822E-3,-3.29851150E-3,1.03771572E-5,-1.37979898E-3,
35960.000,-2.66372692E-2,-1.22434795E-2,1.92749110E-4,-8.86148307E-4,-3.43134307E-4,5.36206469E-4,
3.6E04,-1.02417745E-1,-7.01012975E-3,9.05532506E-4,-1.10303657E-3,2.12421827E-3,-1.03079692E-4,
36040.000,-3.75793427E-2,9.17089358E-3,5.49386314E-4,-2.36407664E-4,-1.63787132E-4,1.30291085E-3,
36080.000,-3.85559499E-2,-1.51365157E-2,-5.18993358E-4,1.99928487E-4,-3.40512284E-4,-7.42870674E-4,
36120.000,5.34101762E-2,1.16312420E-2,7.27120962E-4,8.53585370E-4,8.92705808E-4,6.63899293E-4,
36160.000,-3.27444226E-2,6.02374645E-3,1.93429936E-4,-8.93550343E-4,-1.04669936E-3,-1.25289836E-3,
3.62E04,-1.80898905E-2,-1.75391138E-2,1.61861430E-3,-4.58289724E-4,-6.94002490E-4,-1.02714832E-4,
36240.000,-1.10478457E-2,9.41414014E-3,1.79750531E-3,1.07099500E-3,-6.91161666E-4,1.17484527E-3,
36280.000,4.00765724E-2,-4.30716202E-3,-7.02884456E-4,2.02183903E-4,2.30118819E-3,1.53408895E-4,
36320.000,4.70564403E-2,-2.28357799E-2,3.71638540E-4,-2.41938815E-3,2.48115556E-3,1.55884412E-3,
36360.000,-2.66372375E-2,-1.24584846E-2,-1.64063473E-4,1.50581403E-3,-3.40974628E-4,-8.70108081E-4,
3.64E04,2.58398280E-2,-1.25139393E-2,-5.20040689E-4,2.02943498E-4,1.95101765E-3,-6.15854689E-4,
36440.000,-2.24627554E-3,3.55346524E-3,1.34104739E-5,1.94221246E-3,1.06981711E-3,2.48623910E-5,
36480.000,6.96525350E-2,-4.32406412E-3,1.44098559E-3,-2.63122027E-3,7.16518902E-4,-1.25189556E-3,
36520.000,9.68655571E-2,1.75938532E-2,1.92232314E-4,-4.51851840E-4,1.24618493E-3,6.63899293E-4,
36560.000,-1.55748213E-2,1.18203852E-2,-1.58825330E-3,-1.53540063E-3,-8.71954660E-4,-1.63286075E-3,
3.66E04,-2.42507644E-2,-1.62923092E-3,1.97659037E-3,4.18733951E-4,-1.66342550E-4,-2.31279802E-4,
36640.000,-1.55748213E-2,-1.82518400E-2,-1.64063473E-4,1.50700181E-3,7.16530834E-4,2.49691620E-5,
36680.000,1.22755691E-2,-3.28314081E-2,9.05463996E-4,-1.91859908E-5,1.59865350E-3,-6.14444376E-4,
36720.000,1.13348132E-2,4.38324250E-2,-8.74440826E-4,-1.10513915E-3,-8.71981028E-4,4.08322725E-4,
36760.000,-7.36902207E-2,-1.81588046E-2,3.69427697E-4,-1.76415779E-3,1.24582159E-3,5.36117645E-4,
3.68E04,1.11730680E-1,-2.30728351E-2,-3.40246945E-4,-4.54013003E-4,1.06998009E-3,-1.76202797E-3,
36840.000,-4.06090282E-2,6.56888029E-3,-1.76169653E-3,1.28936442E-3,1.59795175E-3,1.55853759E-3,
36880.000,5.29108308E-2,2.64839642E-2,9.05845256E-4,8.53257428E-4,-1.66342608E-4,2.59804747E-5,
36920.000,2.73172022E-3,-1.53554985E-2,-5.17359294E-4,-8.92585260E-4,1.87194732E-4,-2.30581165E-4,
36960.000,-5.77479880E-3,-4.30312799E-3,9.05648805E-4,1.28893764E-3,3.63247091E-4,2.61246405E-5,
3.7E04,3.06587736E-3,1.18481496E-3,1.61756808E-3,-1.32102414E-3,-1.75198982E-3,-4.87056066E-4,
37040.000,8.53974298E-2,1.20141702E-2,-5.22193674E-4,-6.74794253E-4,1.00302423E-5,-1.89220835E-3,
37080.000,-3.09661329E-2,6.76449714E-3,9.05532506E-4,2.37834174E-3,-3.43107968E-4,-1.02897182E-4,
37120.000,5.02169020E-2,1.09472068E-3,3.70807364E-4,-1.54918467E-3,-1.66002908E-4,6.63894112E-4,
37160.000,8.88381377E-2,-1.77980848E-2,-1.05574331E-3,4.16789262E-4,8.92679556E-4,-3.58227640E-4,
3.72E04,8.13075155E-2,-1.23496307E-2,9.05416557E-4,2.81407754E-3,7.16526061E-4,-4.85284923E-4,
37240.000,-1.67914107E-2,3.92676964E-2,1.93158936E-4,8.53639853E-4,1.06712441E-5,5.36179694E-4,
37280.000,2.54593547E-2,-4.29904414E-3,1.97367091E-3,-3.28785204E-3,8.92615295E-4,-1.12491939E-3,
37320.000,-2.50196010E-2,-1.56518514E-3,9.05295194E-4,-6.70722686E-4,-8.68100382E-4,-7.43651297E-4,
37360.000,-2.24627554E-3,6.69842912E-3,-1.05274422E-3,-1.10407104E-3,-1.04592403E-3,2.80627050E-4,
3.74E04,1.09328151E-1,-9.65089723E-3,-5.19556575E-4,-1.10825186E-3,1.59725104E-3,-2.28787525E-4,
37440.000,1.13347797E-2,-4.31977166E-3,2.86265486E-3,-1.32105651E-3,-1.05390605E-3,-1.38266862E-3,
37480.000,-8.52449313E-2,-1.56528817E-3,-1.76897575E-3,1.99130343E-4,-5.21018985E-4,-2.14709039E-3,
37520.000,7.56210536E-2,9.79541335E-4,5.48919546E-4,-1.10100314E-3,7.16471055E-4,-1.25345762E-3,
37560.000,9.52987298E-2,-4.32401290E-3,-1.05277076E-3,6.35204895E-4,-6.98125397E-4,6.63812854E-4,
3.76E04,6.33799210E-2,-1.65378547E-3,1.08328706E-3,-1.54285308E-3,1.24600320E-3,9.19648854E-4,
37640.000,7.65220001E-2,-1.50653385E-2,1.93429936E-4,-1.32334558E-3,7.16490205E-4,2.80107633E-4,
37680.000,1.09782424E-2,-1.52085861E-2,1.08364841E-3,-2.83284253E-3,1.88108301E-4,6.63856044E-4,
37720.000,1.85981896E-2,1.50298458E-2,1.43661428E-5,-8.88929178E-4,8.92808253E-4,-2.30763122E-4,
37760.000,-2.35068146E-2,-2.02378966E-2,1.43941026E-3,-2.37042143E-4,1.42152619E-3,-1.12681568E-3,
3.78E04,4.29269951E-3,1.20141702E-2,-3.41173611E-4,1.07101700E-3,1.86357167E-4,2.47175594E-5,
37840.000,-9.45795421E-3,-3.22679505E-2,1.61932188E-3,-1.10925897E-3,2.83919252E-3,-3.58008285E-4,
37880.000,5.44586070E-2,-1.64160819E-3,3.71150876E-4,2.59414711E-3,-3.17517412E-3,4.08258697E-4,
37920.000,4.58687171E-2,3.64115974E-3,-1.41057896E-3,1.94116612E-3,1.42259127E-3,-1.12343347E-3,
37960.000,3.27984914E-2,6.08147308E-3,-1.59123586E-3,-1.91859908E-5,-1.63449426E-4,5.36183885E-4,
3.8E04,-9.23931301E-2,-1.53554725E-2,-1.23285875E-3,-1.54162955E-3,-1.66002967E-4,-1.76072668E-3,
38040.000,-2.20888667E-2,6.38046116E-3,2.68277316E-3,1.50615105E-3,-1.75499544E-3,-9.96901887E-4,
38080.000,4.84763412E-3,-4.30716202E-3,9.05416557E-4,-1.76425511E-3,3.63148865E-4,-2.02494208E-3,
38120.000,1.85464583E-2,-4.31558350E-3,1.91222760E-4,-4.54013003E-4,1.42261758E-3,-6.14482560E-4,
38160.000,-1.28084552E-2,9.01383720E-3,-5.18457033E-4,2.59575131E-3,-5.18495857E-4,2.45725550E-5,
3.82E04,-2.77369116E-2,-1.64150901E-3,-7.00378092E-4,-4.49794374E-4,-1.65271849E-4,-3.57789046E-4,
38240.000,5.61683178E-2,-1.76243801E-2,-1.23120041E-3,1.72501162E-3,-8.70676711E-4,-3.59000842E-4,
38280.000,-1.18618328E-2,1.09477073E-3,-1.62110096E-4,2.15958944E-3,5.40079142E-4,2.80487904E-4,
38320.000,-8.48100893E-3,-1.49949873E-2,7.27326144E-4,-1.11036492E-3,1.87025042E-4,-3.57160839E-4,
38360.000,-2.85065267E-2,-4.30312799E-3,1.92940846E-4,-8.91653763E-4,2.30113557E-3,1.53088156E-4,
3.84E04,6.41120821E-2,-9.65084787E-3,-1.05658104E-3,-1.76005578E-3,-6.95189228E-4,-8.70184158E-4,
38440.000,-4.86187898E-2,-7.07406411E-3,1.44047732E-3,-1.32442696E-3,3.63273401E-4,2.56919775E-5,
38480.000,1.09782070E-2,6.38041040E-3,3.71348928E-4,1.94217998E-3,-3.41411127E-4,-4.83775861E-4,
38520.000,-1.74298529E-2,1.00783282E-3,-1.05880550E-3,1.07108173E-3,-6.96933887E-4,9.19331622E-4,
38560.000,2.57710814E-2,6.38041040E-3,2.15477403E-3,4.17883653E-4,-1.40278833E-3,-7.41388183E-4,
3.86E04,1.59966648E-1,-4.00699265E-2,-6.95522700E-4,-2.18772190E-3,1.42458209E-3,-4.85912722E-4,
38640.000,-2.85065565E-2,1.70710683E-2,9.05654335E-4,1.96823996E-4,-1.67075443E-4,-2.29702287E-4,
38680.000,-1.74298529E-2,3.47762518E-2,1.92205713E-4,-1.76148664E-3,-1.75496901E-3,-7.41720432E-4,
38720.000,-2.24630884E-3,-2.06541456E-2,-1.05428230E-3,-6.69871806E-4,-1.40278833E-3,5.36221953E-4,
38760.000,-1.47689981E-2,-7.03124236E-3,-8.73025041E-4,-1.33057320E-5,-1.64515746E-4,2.80804059E-4,
3.88E04,1.85464248E-2,1.77286286E-2,1.97906117E-3,6.36252342E-4,-1.75294699E-3,4.08412452E-4,
38840.000,3.21181267E-2,1.27851136E-3,7.27273989E-4,2.37483159E-3,8.92717624E-4,-4.86245845E-4,
38880.000,3.70015996E-3,-5.40034361E-2,-1.76795234E-3,4.16756753E-4,-1.75491639E-3,5.36166946E-4,
38920.000,-2.74887774E-2,-1.62918086E-3,7.27068575E-4,3.03657912E-3,-8.73313867E-4,-1.50614488E-3,
38960.000,2.59846635E-2,-1.22962045E-2,9.05316090E-4,1.29021984E-3,-3.42258863E-4,7.91895844E-4,
3.9E04,1.05963992E-2,1.15384208E-2,1.79626502E-3,-8.89825693E-4,1.24558748E-3,-8.68552597E-4,
39040.000,-2.66372692E-2,9.25099570E-3,-7.00378208E-4,-1.97859178E-3,5.39921341E-4,6.63980609E-4,
39080.000,1.84376258E-2,-6.98937802E-3,1.08383666E-3,-4.49729501E-4,-2.10343185E-3,-9.97831114E-4,
39120.000,-2.02106610E-2,-1.55194558E-3,-1.41419529E-3,8.53879028E-4,-3.43598862E-4,-1.75942702E-3,
39160.000,1.15043428E-2,-6.98932773E-3,-1.05959270E-3,1.07113621E-3,-1.04881835E-3,-2.29006488E-4,
3.92E04,-2.24624411E-3,9.33200307E-3,-1.05128810E-3,-1.77092734E-5,3.63122585E-4,-6.11786090E-4,
39240.000,1.88338477E-2,-4.31553321E-3,5.48919546E-4,8.53334495E-4,5.39815985E-4,-1.63598533E-3,
39280.000,-5.94078563E-2,3.96573404E-3,5.48470241E-4,6.35794306E-4,-6.96378062E-4,2.19968078E-3,
39320.000,2.57045440E-2,-2.84363534E-2,9.05485009E-4,-4.56180656E-4,5.40000270E-4,6.63769722E-4,
39360.000,1.86482780E-2,3.73101910E-3,-5.18966757E-4,6.35269913E-4,-3.41332285E-4,1.52445005E-4,
3.94E04,-5.67789525E-2,-1.54303228E-2,1.40212869E-5,1.94414903E-3,-3.40538507E-4,-3.58046382E-4,
39440.000,-3.12177688E-2,-2.61011422E-2,3.70516471E-4,-1.77236611E-3,5.40236651E-4,-9.98239149E-4,
39480.000,-1.14569615E-3,1.06541626E-3,7.27377192E-4,-4.50403924E-4,2.12989957E-3,1.81408809E-3,
39520.000,-5.68352416E-2,-6.92838524E-3,-1.23200275E-3,4.18941258E-4,8.92808253E-4,-1.02274280E-4,
39560.000,1.84376948E-2,1.19166495E-2,-3.39784252E-4,4.17545467E-4,1.88108301E-4,7.91572500E-4,
3.96E04,3.84215973E-2,-1.64160819E-3,-3.43496940E-4,-1.10724557E-3,3.63875704E-4,-3.58485180E-4,
39640.000,-5.94078563E-2,9.66672134E-3,-1.05728640E-3,-6.69839443E-4,8.92925251E-4,-8.70592718E-4,
39680.000,3.27984244E-2,-1.52085880E-2,-1.41057908E-3,-1.32452440E-3,-1.58175221E-3,7.91734084E-4,
39720.000,-5.11236601E-2,-4.31982242E-3,-6.96740230E-4,1.07129989E-3,8.93001677E-4,-1.50555035E-3,
39760.000,4.47875783E-2,-7.18630571E-3,-1.65658639E-4,-1.10303657E-3,8.93027987E-4,-4.85874712E-4,
3.98E04,-4.82758954E-2,-1.49255963E-2,-5.21142851E-4,-2.06345776E-5,8.92717624E-4,7.91487168E-4,
39840.000,-1.67913772E-2,-1.64155872E-3,1.80038472E-3,1.28835009E-3,1.07000640E-3,1.52445005E-4,
39880.000,-2.93004178E-2,-2.00373661E-2,-1.64090059E-4,-1.10724557E-3,3.63725325E-4,-6.13778597E-4,
39920.000,1.88338477E-2,-1.60411280E-3,-1.59115612E-3,1.07129989E-3,1.00565367E-5,-1.63852179E-3,
39960.000,-3.45805986E-3,-2.09802687E-2,-1.23618369E-3,2.81593716E-3,1.06938172E-3,1.30298710E-3,
4E04,4.07037735E-2,1.17251091E-2,1.91714658E-4,-1.11134152E-3,-1.66368889E-4,-2.30801248E-4,
40040.000,1.85464248E-2,2.01101340E-2,1.79458945E-3,4.19006043E-4,1.95446005E-3,-8.67624243E-4,
40080.000,-1.06289700E-1,-2.99025420E-2,4.08175662E-2,2.02345699E-2,1.37659889E-2,8.40482023E-3,
40120.000,-6.38623312E-2,-2.00373176E-2,5.09694032E-2,2.52381712E-2,1.84734464E-2,1.63996052E-2,
40160.000,-5.35867922E-2,-4.50507440E-2,5.18601499E-2,2.11571530E-2,2.14727167E-2,1.64520908E-2,
4.02E04,-9.05880257E-2,-3.85232009E-2,5.38050495E-2,2.45604888E-2,2.18514316E-2,1.89452544E-2,
40240.000,-1.49304822E-1,-1.96504109E-2,5.21949381E-2,2.52757557E-2,2.11285204E-2,1.84390657E-2,
40280.000,-1.28516823E-1,-4.87968959E-2,5.17036840E-2,2.38832198E-2,2.18251348E-2,1.95667390E-2,
40320.000,3.81743759E-2,-3.00585087E-2,5.23958765E-2,2.34011393E-2,1.98517106E-2,1.78691819E-2,
40360.000,-3.23258713E-2,-1.99388359E-2,5.42933531E-2,2.34358069E-2,2.16924846E-2,1.59023795E-2,
4.04E04,-7.93979466E-2,-7.29745850E-2,5.20612076E-2,2.44152304E-2,2.07255445E-2,1.60349756E-2,
40440.000,-1.00803249E-1,-2.45292727E-2,5.21949381E-2,2.39661857E-2,2.22397130E-2,1.77413896E-2,
40480.000,-3.31358202E-2,-4.35534157E-2,5.33736646E-2,2.56858617E-2,2.12707855E-2,1.90786645E-2,
40520.000,-5.16830385E-2,-3.28984037E-2,5.22387326E-2,2.46092528E-2,2.00765263E-2,1.85453482E-2,
40560.000,-6.14166074E-2,-5.09913452E-2,5.27980328E-2,2.34589800E-2,1.94749609E-2,1.77414678E-2,
4.06E04,-7.52659142E-2,-1.73716657E-2,5.25291637E-2,2.41249073E-2,2.18689889E-2,1.73427481E-2,
40640.000,-5.10664359E-2,-5.37413955E-2,5.22398278E-2,2.61855628E-2,1.91600490E-2,1.65512096E-2,
40680.000,-7.23518506E-2,-3.54062766E-2,5.15470244E-2,2.28153709E-2,1.94828026E-2,1.65656451E-2,
40720.000,-1.26493767E-1,-3.83127481E-2,5.27753681E-2,2.43548099E-2,1.97542086E-2,1.91952214E-2,
40760.000,-1.33134887E-1,-4.70922105E-2,5.17045446E-2,2.19509713E-2,2.12793425E-2,1.79162174E-2,
4.08E04,-8.95714611E-2,-3.52175422E-2,5.24840988E-2,2.65549459E-2,1.88133735E-2,1.83217283E-2,
40840.000,-3.83020043E-2,8.93664733E-3,5.30449115E-2,2.42587216E-2,1.87458415E-2,1.72551367E-2,
40880.000,-3.27443853E-2,-3.28983553E-2,5.25516979E-2,2.57369298E-2,1.96750630E-2,1.73477959E-2,
40920.000,-8.23598057E-2,-1.22434301E-2,5.10569811E-2,2.81135533E-2,1.86062232E-2,1.80126857E-2,
40960.000,-7.37902746E-2,-4.72194143E-2,5.19718006E-2,2.75042281E-2,2.02534627E-2,1.57699026E-2,
4.1E04,-3.48307900E-2,-3.61838974E-2,5.24616018E-2,2.35638153E-2,2.05822941E-2,1.81246549E-2,
41040.000,-7.52593130E-2,-4.90711480E-2,5.29082194E-2,2.50453353E-2,2.14640982E-2,1.73578653E-2,
41080.000,-6.44250587E-2,-4.08206694E-2,5.53971864E-2,2.27702782E-2,2.38634460E-2,1.88064259E-2,
41120.000,-1.20927081E-1,-2.46517584E-2,5.17037138E-2,2.41726935E-2,2.18075961E-2,1.71020608E-2,
41160.000,-8.39071125E-2,-4.90710437E-2,5.19271269E-2,2.82258485E-2,1.99803151E-2,1.73629634E-2,
4.12E04,-1.15476109E-1,-5.46662249E-2,5.06342128E-2,2.47414075E-2,1.98517106E-2,1.69641208E-2,
41240.000,-6.44250214E-2,-3.74963880E-2,5.16370423E-2,2.68519036E-2,2.05410756E-2,1.74602959E-2,
41280.000,-7.66955242E-2,-9.40273795E-3,5.09039946E-2,2.65813563E-2,1.80172194E-2,1.78900380E-2,
41320.000,-4.60883155E-2,-2.54182201E-2,5.27980290E-2,2.12405547E-2,2.03975383E-2,1.67179313E-2,
41360.000,-5.10664992E-2,-4.82585505E-2,5.12356311E-2,2.46336907E-2,2.29080152E-2,1.68655962E-2,
4.14E04,-8.28632489E-2,-2.02379469E-2,5.10789454E-2,2.34358069E-2,2.09520441E-2,1.76238716E-2,
41440.000,-3.57728116E-2,-1.77106969E-2,5.13700992E-2,2.59548426E-2,2.12708116E-2,1.92065313E-2,
41480.000,-2.35729888E-2,-4.90710959E-2,5.08782305E-2,2.25854926E-2,2.27871295E-2,1.72300003E-2,
41520.000,-8.28632787E-2,-2.69944370E-2,5.31776771E-2,2.65680943E-2,2.16055643E-2,1.60396695E-2,
41560.000,-8.55013058E-2,-3.05374712E-2,5.36894761E-2,2.30566133E-2,2.17011906E-2,1.83691885E-2,
4.16E04,-1.21879131E-1,-3.17207500E-2,5.11477888E-2,2.55062971E-2,2.12964546E-2,1.59347430E-2,
41640.000,-1.08563058E-1,-6.81300834E-3,5.32415658E-2,2.70022172E-2,1.88696645E-2,1.67422723E-2,
41680.000,-1.19678795E-1,-1.24037694E-2,5.23508824E-2,2.50329152E-2,1.93061009E-2,1.75061747E-2,
41720.000,-1.35553196E-1,-1.96504109E-2,5.37520498E-2,2.50577368E-2,2.16576308E-2,1.84282474E-2,
41760.000,-7.09562376E-2,-5.79815842E-2,5.25066778E-2,2.43186820E-2,2.05823202E-2,1.80285051E-2,
4.18E04,-1.26310691E-1,-2.46517584E-2,5.22398576E-2,2.61336025E-2,2.03730389E-2,1.78691428E-2,
41840.000,-7.96852782E-2,-5.25672399E-2,5.18601499E-2,2.25855261E-2,1.85765773E-2,1.81140937E-2,
41880.000,-7.09562376E-2,-5.33707328E-2,4.99406308E-2,2.31720582E-2,1.86211392E-2,1.67178549E-2,
41920.000,-1.00402862E-1,-5.34426048E-2,5.49217910E-2,2.36420091E-2,2.00684704E-2,1.73579045E-2,
41960.000,-4.23310325E-2,-5.17221391E-2,5.32644205E-2,2.20935401E-2,1.93292871E-2,1.95018686E-2,
4.2E04,-7.96852782E-2,-3.55970897E-2,5.25066517E-2,2.56223232E-2,1.94516610E-2,1.79266576E-2,
42040.000,-7.37902373E-2,-4.57933843E-2,5.17259687E-2,2.61336360E-2,2.11370084E-2,1.86677240E-2,
42080.000,-7.96852782E-2,-3.83127965E-2,5.31547889E-2,2.46214643E-2,2.09436603E-2,1.75828226E-2,
42120.000,-1.99935928E-1,-1.97453778E-2,5.29536977E-2,2.34473869E-2,2.19658483E-2,1.76496021E-2,
42160.000,-1.91619456E-1,-3.05374749E-2,5.21053970E-2,2.57369298E-2,1.93215515E-2,1.74654555E-2,
4.22E04,1.89984087E-2,-3.59859280E-2,5.02122492E-2,2.34473869E-2,2.07255725E-2,1.88064259E-2,
42240.000,-1.20927110E-1,-1.68939412E-3,5.10131940E-2,2.34938283E-2,2.00042855E-2,1.90675072E-2,
42280.000,-1.69824630E-1,-6.85509071E-2,5.11228740E-2,2.45483387E-2,2.14813389E-2,1.84067246E-2,
42320.000,-7.26840347E-2,-2.74091158E-2,5.26396185E-2,2.52506509E-2,2.14554891E-2,1.82842724E-2,
42360.000,-1.06289640E-1,-4.65631709E-2,4.78234701E-2,2.28491649E-2,1.91677250E-2,1.84120238E-2,
4.24E04,-1.12438522E-1,-2.00373176E-2,5.12356311E-2,2.43910439E-2,2.07671560E-2,1.68508943E-2,
42440.000,-6.44249916E-2,-5.86301051E-2,5.38443513E-2,2.64033992E-2,1.97224114E-2,1.74552184E-2,
42480.000,-3.34482975E-2,-2.22679153E-2,5.04122972E-2,2.54936013E-2,2.11370364E-2,1.93115678E-2,
42520.000,-1.70977324E-1,-2.74090189E-2,4.94033583E-2,2.19292920E-2,1.98358018E-2,1.83163676E-2,
42560.000,-8.71446580E-2,-9.43693426E-3,5.34249581E-2,2.34822314E-2,2.00443137E-2,1.73528492E-2,
4.26E04,-7.79795051E-2,-2.22678203E-2,5.29764630E-2,2.37711240E-2,1.95218399E-2,1.76341534E-2,
42640.000,-8.16999152E-2,-3.00585087E-2,5.47671132E-2,2.17748210E-2,2.13393141E-2,1.81669407E-2,
42680.000,-1.17545463E-1,-5.12761809E-2,5.25516979E-2,2.26190239E-2,2.07921900E-2,1.52933346E-2,
42720.000,-4.93758582E-2,-3.28983553E-2,5.04988953E-2,2.43307110E-2,2.06153970E-2,1.68117154E-2,
42760.000,-6.02455959E-2,-3.23817804E-2,5.13458997E-2,2.41129100E-2,1.96750909E-2,1.97115894E-2,
4.28E04,-1.20927125E-1,-2.54182164E-2,5.12136705E-2,2.47904547E-2,2.14986112E-2,1.88119225E-2,
42840.000,-2.85064969E-2,-6.85060536E-3,5.22623025E-2,2.50452701E-2,1.93292871E-2,1.80442724E-2,
42880.000,-7.09562674E-2,-2.50281449E-2,5.09219728E-2,2.70290915E-2,2.07671560E-2,1.86676849E-2,
42920.000,-8.95714834E-2,-5.46662770E-2,5.27526662E-2,2.46459302E-2,2.09184475E-2,1.56828519E-2,
42960.000,-1.08016640E-1,-4.21596393E-2,5.53368963E-2,2.17210054E-2,2.14986373E-2,1.71070062E-2,
4.3E04,-3.57728451E-2,-5.34425564E-2,5.11039793E-2,2.55316682E-2,2.14468874E-2,1.67033002E-2,
43040.000,-6.51401430E-2,-4.05985378E-2,5.02552986E-2,2.32753251E-2,2.13049799E-2,1.83056965E-2,
43080.000,-5.00130951E-2,-3.99475954E-2,5.03200553E-2,2.29883734E-2,2.05493271E-2,1.71069652E-2,
43120.000,-6.78140819E-2,-3.54062319E-2,5.25969081E-2,2.28605196E-2,2.15796549E-2,1.81722492E-2,
43160.000,-6.14166707E-2,-2.76938491E-2,5.31548187E-2,2.23779697E-2,2.09100656E-2,1.73528120E-2,
4.32E04,-2.16248184E-1,-3.20474207E-2,5.12356311E-2,2.25966591E-2,2.27229986E-2,1.77880861E-2,
43240.000,-1.83224902E-2,-4.01619934E-2,5.19272126E-2,2.29770355E-2,1.83924194E-2,1.77465621E-2,
43280.000,-4.14372124E-2,-4.79941964E-2,5.27753346E-2,2.50329152E-2,2.13306788E-2,1.95553470E-2,
43320.000,-7.25283995E-2,-3.23817804E-2,5.06125242E-2,2.48396713E-2,2.27138400E-2,1.93060040E-2,
43360.000,-6.96015880E-2,-4.63035181E-2,5.28854840E-2,2.31606420E-2,2.03730911E-2,1.93512700E-2,
4.34E04,2.52944734E-2,8.78515281E-3,5.28627969E-2,2.48520076E-2,2.05823202E-2,1.92064140E-2,
43440.000,-9.86999199E-2,2.39875652E-2,5.08564450E-2,2.24000793E-2,2.14555170E-2,1.89729985E-2,
43480.000,-4.72095311E-2,-4.60469425E-2,5.29992469E-2,2.34358404E-2,1.85617097E-2,1.76239088E-2,
43520.000,1.29388403E-2,-4.85261306E-2,5.08127883E-2,2.19618268E-2,1.96750369E-2,1.74908694E-2,
43560.000,-1.41144544E-1,-3.46648283E-2,5.21054231E-2,2.21044607E-2,2.09520701E-2,1.72349829E-2,
4.36E04,-1.18333563E-1,-1.72894932E-2,5.40067069E-2,2.59419456E-2,1.98199712E-2,1.73680261E-2,
