MOF 1 PBS Ar 410 460 nm 400us Delta OD 10 disparos repetido

Labels,1 410.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),2 420.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),3 430.00 nm (LpTimeMap)(LpTimeMap)(MOF 1 PBS Ar 410 430 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),1 440.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),2 450.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),3 460.00 nm (LpTimeMap)(MOF 1 PBS Ar 440 460 nm 400us Delta OD 10 disparos repetido)(LpTimeMap),
Type,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,LP Time Scan,
Comment,,,,,,,
Start,0.00,0.00,0.00,0.00,0.00,0.00,
Stop,399960.0000,399960.0000,399960.0000,399960.0000,399960.0000,399960.0000,
Step,40.00,40.00,40.00,40.00,40.00,40.00,
Fixed/Offset, , , , , , ,
XAxis,Time,Time,Time,Time,Time,Time,
YAxis,Delta OD,Delta OD,Delta OD,Delta OD,Delta OD,Delta OD,

361680.0000,4.17295285E-2,-2.95565557E-2,1.04632676E-2,4.80459863E-3,2.84002395E-3,1.81680359E-3,
361720.0000,1.13347797E-2,-2.03400366E-2,1.11932261E-2,4.79301205E-3,2.65798555E-3,3.48023744E-3,
361760.0000,6.19891323E-2,-4.17368263E-2,1.11803263E-2,6.12720428E-3,7.16494978E-4,3.22735100E-3,
3.618E005,-3.04079149E-3,2.99268700E-2,1.06130065E-2,3.91884753E-3,3.36506264E-3,3.22335819E-3,
361840.0000,1.09782415E-2,5.52865453E-2,9.38136782E-3,3.48089938E-3,3.63450497E-4,3.22738942E-3,
361880.0000,-3.75793055E-2,1.06546655E-3,1.11759352E-2,1.51026738E-3,1.07082853E-3,2.71412754E-3,
361920.0000,-3.04072443E-3,1.71994157E-2,1.19059477E-2,4.56953607E-3,3.19800503E-3,2.58698501E-3,
361960.0000,-2.42507961E-2,-1.22434292E-2,9.54533275E-3,3.26244067E-3,2.66350061E-3,1.17655320E-3,
3.62E05,6.19891323E-2,-3.34338918E-2,8.64703115E-3,1.94907340E-3,3.18998634E-3,3.35343136E-3,
362040.0000,1.13347452E-2,-2.02378966E-2,1.22618293E-2,2.82811583E-3,2.30818125E-3,2.96602328E-3,
362080.0000,3.24474163E-2,1.68192983E-2,8.65026284E-3,3.04498803E-3,8.93195625E-4,1.81599951E-3,
362120.0000,-8.00144523E-2,-1.49949873E-2,1.04552684E-2,3.70191270E-3,3.89926368E-3,3.35681881E-3,
362160.0000,-8.62479359E-2,1.15383239E-2,1.17369490E-2,3.47832940E-3,1.77868956E-3,1.94631785E-3,
3.622E005,-6.72724992E-2,3.82317533E-3,1.33486334E-2,1.07178383E-3,3.62794090E-4,2.19868985E-3,
362240.0000,-3.57181393E-2,1.12439238E-3,8.83872993E-3,4.35511861E-3,3.01841577E-3,2.20262259E-3,
362280.0000,-8.48097634E-3,6.44248957E-3,1.09979250E-2,2.60653510E-3,2.13271822E-3,2.96891155E-3,
362320.0000,1.13347461E-2,-4.31129662E-3,1.11630522E-2,6.76741032E-3,1.95597927E-3,3.22259893E-3,
362360.0000,1.16685098E-2,-3.05374749E-2,9.20631364E-3,1.72998616E-3,3.63148894E-4,3.86270997E-3,
3.624E005,-1.16144065E-2,-2.79853884E-2,1.10106487E-2,5.00681438E-3,1.42348453E-3,4.12068842E-3,
362440.0000,1.01865735E-2,-4.28723032E-3,1.18920915E-2,2.16686679E-3,3.62820429E-4,2.96822726E-3,
362480.0000,5.55788577E-2,9.79640172E-4,1.08073419E-2,-2.11944171E-5,1.95597927E-3,2.45850766E-3,
362520.0000,1.09782070E-2,1.68192983E-2,1.22713335E-2,4.36719647E-3,3.19198612E-3,3.35339317E-3,
362560.0000,-2.35067792E-2,-2.85904631E-2,9.74573381E-3,4.36203787E-3,5.39525703E-4,2.07517925E-3,
3.626E005,-1.41595228E-4,-6.90862536E-3,1.04793869E-2,3.92040424E-3,1.95493107E-3,3.22579034E-3,
362640.0000,4.51370329E-2,1.15384208E-2,1.10234031E-2,3.04811378E-3,1.59968203E-3,4.12068842E-3,
362680.0000,-3.15395370E-2,8.71081464E-3,9.55989771E-3,2.60653510E-3,3.63247091E-4,3.22579057E-3,
362720.0000,-3.04075703E-3,-3.98405790E-2,1.11802993E-2,2.17174576E-3,1.86750010E-4,2.84329103E-3,
362760.0000,1.84928980E-2,6.38041040E-3,1.06415506E-2,3.92335979E-3,2.66030780E-3,2.71149958E-3,
3.628E005,-3.09661627E-2,-4.31972090E-3,9.57083236E-3,4.79294686E-3,-5.19004883E-4,2.07383838E-3,
362840.0000,3.94895636E-2,-1.25139896E-2,9.19929985E-3,1.07192702E-3,1.60111883E-3,1.94413529E-3,
362880.0000,-4.66324243E-4,-2.29536053E-2,7.56694097E-3,3.04814661E-3,1.07036426E-3,1.94283633E-3,
362920.0000,1.83212198E-2,-7.09598698E-3,8.11154861E-3,5.90360072E-3,1.95448659E-3,2.83636968E-3,
362960.0000,-3.31358239E-2,1.42330173E-2,1.07948733E-2,3.70339421E-3,-3.44423781E-4,2.07280554E-3,
3.63E05,-5.56093231E-2,-1.49255954E-2,1.13627240E-2,3.27296252E-3,1.42236415E-3,3.22096772E-3,
363040.0000,5.19579053E-2,-1.25701465E-2,9.92039219E-3,2.16805004E-3,2.83406046E-3,2.83709052E-3,
363080.0000,-3.04075703E-3,2.53608655E-2,1.04552684E-2,6.54411828E-3,1.42460852E-3,2.33006780E-3,
363120.0000,-8.71446282E-2,-1.73716657E-2,1.12019340E-2,3.04393726E-3,1.95297122E-3,3.09203612E-3,
363160.0000,-6.04806878E-2,-2.31935941E-2,1.08281206E-2,3.26018804E-3,1.42320408E-3,2.32949504E-3,
3.632E005,-8.00924376E-4,8.86039156E-3,9.88269970E-3,5.88121405E-3,3.18893511E-3,2.07150681E-3,
363240.0000,-2.77368817E-2,9.51689843E-4,1.01065086E-2,3.04705999E-3,7.16463896E-4,3.22415563E-3,
363280.0000,-4.93758321E-2,2.29089223E-2,1.15229692E-2,5.68046700E-3,3.01281502E-3,3.09351459E-3,
363320.0000,-2.35068146E-2,6.31919084E-3,9.72346961E-3,2.60401634E-3,2.83828285E-3,3.73332296E-3,
363360.0000,-9.86999199E-2,-6.92843460E-3,1.06293513E-2,3.04390467E-3,2.48828297E-3,2.84119509E-3,
3.634E005,-4.01156247E-2,6.56888029E-3,1.01181325E-2,1.29035232E-3,1.06943434E-3,1.94543635E-3,
363440.0000,3.92099433E-2,-3.38018648E-2,1.09894602E-2,5.01900166E-3,1.77659118E-3,2.58332607E-3,
363480.0000,6.41120821E-2,-2.04434432E-2,1.26027707E-2,4.13708668E-3,2.66583613E-3,1.17639685E-3,
363520.0000,1.13347797E-2,1.12434197E-3,1.31451776E-2,1.29114743E-3,1.95297122E-3,4.11115354E-3,
363560.0000,1.18274353E-2,-6.88905409E-3,9.00367089E-3,2.82717333E-3,3.53759504E-3,1.17465190E-3,
3.636E005,-1.74298529E-2,1.44537138E-2,1.15407882E-2,2.38907663E-3,4.43049660E-3,1.56034145E-3,
363640.0000,2.54593864E-2,-5.18564209E-2,8.81540962E-3,3.92339192E-3,3.37359495E-3,1.81634410E-3,
363680.0000,-2.20888034E-2,3.64115974E-3,8.09334684E-3,4.14189557E-3,5.39684144E-4,1.55945774E-3,
363720.0000,-4.33629053E-3,1.42330676E-2,1.10064307E-2,3.26247327E-3,2.65879417E-3,1.81672722E-3,
363760.0000,-8.71105939E-2,-1.56518514E-3,1.08239530E-2,4.57499176E-3,-3.44889442E-4,4.37787175E-3,
3.638E005,-3.66339386E-2,8.63721687E-3,9.54170525E-3,4.56775399E-3,-3.42696410E-4,3.21937678E-3,
363840.0000,-2.93004811E-2,2.73859836E-2,9.55623202E-3,3.47450026E-3,3.19195981E-3,3.10035981E-3,
363880.0000,-5.21512665E-2,-4.31129662E-3,1.17187789E-2,1.50995841E-3,8.92975368E-4,2.45389715E-3,
363920.0000,-1.61733236E-2,-4.31134691E-3,1.10148964E-2,2.82338029E-3,1.95446028E-3,2.07154499E-3,
363960.0000,-3.75793017E-2,6.76452182E-3,9.00707580E-3,1.72805262E-3,2.84348824E-3,3.09275603E-3,
3.64E05,5.10615036E-2,3.73106939E-3,9.04130563E-3,1.72731443E-3,1.24701904E-3,1.55907462E-3,
364040.0000,1.07906265E-2,-6.88905409E-3,8.65028985E-3,4.13705409E-3,1.07025367E-3,1.94249279E-3,
364080.0000,-4.39654738E-2,-1.24037694E-2,1.13671683E-2,6.10378711E-3,2.48611229E-3,3.60951200E-3,
364120.0000,-4.28071655E-2,-9.65094659E-3,1.09936642E-2,5.45077538E-3,1.77908910E-3,2.71157571E-3,
364160.0000,-4.93758917E-2,6.08137622E-3,9.52722784E-3,5.23936702E-3,8.93558434E-4,2.32846453E-3,
3.642E005,-9.45795421E-3,-4.30721184E-3,9.19929985E-3,4.57313843E-3,2.83745280E-3,3.22252279E-3,
364240.0000,-3.18405069E-2,6.31914195E-3,1.02691911E-2,2.16565328E-3,5.84328081E-3,2.84252851E-3,
364280.0000,2.56402697E-2,1.78651791E-2,9.54170618E-3,4.36032191E-3,3.89671489E-3,2.32846453E-3,
364320.0000,-4.40933220E-2,-7.03114131E-3,1.00872265E-2,3.92635306E-3,3.72309843E-3,2.58389697E-3,
364360.0000,-4.62806970E-2,3.77678662E-3,8.65352340E-3,4.80456604E-3,1.60073955E-3,7.92138919E-4,
3.644E005,-9.61843431E-2,-1.75391138E-2,9.20279231E-3,2.16930127E-3,1.95446005E-3,2.96674506E-3,
364440.0000,-5.56093156E-2,-1.49255963E-2,1.13671152E-2,3.91586870E-3,2.30818125E-3,4.63281758E-3,
364480.0000,3.19609419E-2,-1.47892283E-2,1.04552954E-2,3.48213757E-3,1.60003419E-3,2.96462001E-3,
364520.0000,-1.55748520E-2,-9.61418729E-3,1.20465010E-2,3.92037164E-3,3.37039540E-3,1.94291258E-3,
364560.0000,3.24474499E-2,-9.80251841E-3,1.04512600E-2,5.46673639E-3,8.93260352E-4,1.56034145E-3,
3.646E005,-8.00144523E-2,6.63316948E-3,9.20281839E-3,3.48213757E-3,1.24662800E-3,2.96026794E-3,
364640.0000,1.25525193E-2,-4.32411488E-3,1.15274712E-2,4.58222628E-3,2.66344799E-3,1.94585777E-3,
364680.0000,-4.20424007E-2,-9.57777724E-3,9.39566083E-3,3.91888013E-3,2.12817197E-3,3.09507060E-3,
364720.0000,-3.48307267E-2,-1.76244285E-2,1.03007648E-2,4.78527183E-3,-1.67442238E-4,3.48103489E-3,
364760.0000,-3.07758022E-2,1.00788253E-3,1.02809966E-2,4.35518380E-3,1.95294479E-3,1.04732241E-3,
3.648E005,-1.02417797E-1,-9.54195205E-3,1.02849649E-2,3.26012284E-3,3.54220765E-3,2.58389697E-3,
364840.0000,-1.61733571E-2,-2.05481369E-2,1.08197881E-2,3.04492260E-3,-3.45329143E-4,3.09351459E-3,
364880.0000,-6.69990340E-3,-3.65871415E-2,1.02810245E-2,1.07198232E-3,1.42486370E-3,2.58572586E-3,
364920.0000,-1.19213164E-1,2.53608916E-2,1.04593337E-2,4.78716334E-3,2.66109197E-3,4.24602022E-3,
364960.0000,-3.01199872E-2,-3.57903093E-2,1.06374901E-2,4.13868809E-3,3.62669205E-4,2.20174273E-3,
3.65E05,1.87439211E-2,-1.47892283E-2,1.02534704E-2,4.13872069E-3,1.77611469E-3,3.47405998E-3,
365040.0000,3.92099433E-2,2.70131547E-2,9.93563235E-3,3.26479599E-3,1.95346703E-3,2.84119509E-3,
365080.0000,-3.31357904E-2,6.31919084E-3,1.13627510E-2,2.60157045E-3,1.24621124E-3,1.55907462E-3,
365120.0000,-3.75793055E-2,1.06546597E-3,1.04592796E-2,3.26124858E-3,3.36396717E-3,3.47758154E-3,
365160.0000,2.55780220E-2,1.06536585E-3,1.06579373E-2,7.41648348E-3,2.30815494E-3,2.58385902E-3,
3.652E005,-7.21498132E-2,-6.98927790E-3,8.29012599E-3,5.23936702E-3,3.18696653E-3,2.71157571E-3,
365240.0000,-5.54396249E-2,-4.31129662E-3,1.13320891E-2,2.16747448E-3,4.42598620E-3,2.71279365E-3,
365280.0000,-2.58146413E-2,-1.79761630E-2,9.00369789E-3,3.69230192E-3,2.30559520E-3,2.97394418E-3,
365320.0000,-3.83020006E-2,-1.50653897E-2,1.04673393E-2,4.35347436E-3,3.62339953E-4,2.32793088E-3,
365360.0000,-1.94791202E-2,-3.39893065E-2,1.08197611E-2,2.60487688E-3,1.95297110E-3,2.96314224E-3,
3.654E005,-1.55748213E-2,-2.01370474E-2,1.10318977E-2,3.47582973E-3,-6.96351810E-4,1.81561662E-3,
365440.0000,3.94895971E-2,-7.01018004E-3,9.39926784E-3,3.26363416E-3,5.39340603E-4,2.58446811E-3,
365480.0000,-8.80241469E-2,-1.57835928E-3,1.24784773E-2,4.56953654E-3,1.77571748E-3,2.70698289E-3,
365520.0000,1.86968632E-2,-4.29116935E-3,9.18535888E-3,4.35350696E-3,1.95396342E-3,2.19918531E-3,
365560.0000,1.85981896E-2,1.74607169E-2,9.38134082E-3,3.48210474E-3,1.60003419E-3,3.34842200E-3,
3.656E005,-9.45795421E-3,-2.84363031E-2,1.09767905E-2,5.44851366E-3,-6.98735123E-4,3.73427034E-3,
365640.0000,-5.28938398E-2,2.17923988E-2,1.11544896E-2,7.19301216E-3,1.24767271E-3,3.60863842E-3,
365680.0000,-1.43713430E-1,9.58149042E-3,9.37067904E-3,1.72882481E-3,1.87025042E-4,2.45336513E-3,
365720.0000,-7.06584528E-2,-2.34395470E-2,1.11673782E-2,-1.55799149E-3,8.93039978E-4,2.58450629E-3,
365760.0000,-5.32690175E-2,-2.87464466E-2,1.13452235E-2,2.17055506E-3,-8.75251309E-4,1.56091875E-3,
3.658E005,1.18274344E-2,-7.01007992E-3,1.24542220E-2,1.51002372E-3,3.19195981E-3,2.32846476E-3,
365840.0000,1.85981896E-2,-2.90643442E-2,8.29635095E-3,1.50971499E-3,1.85437792E-4,3.99422273E-3,
365880.0000,-5.81007600E-2,3.07614561E-2,1.06416047E-2,6.54415088E-3,3.54446704E-3,2.84329103E-3,
365920.0000,-5.68352118E-2,-3.70006151E-2,9.75688174E-3,6.31580409E-3,1.77442259E-3,4.24268981E-3,
365960.0000,-5.56093454E-2,-7.01007992E-3,9.00710281E-3,5.66857681E-3,3.01469653E-3,1.94501516E-3,
3.66E05,-4.74299341E-2,1.18481496E-3,9.72711947E-3,4.36035451E-3,5.40472509E-4,1.68920658E-3,
366040.0000,5.36831701E-3,1.17252078E-2,1.08239530E-2,5.44622121E-3,3.53648351E-3,2.71222275E-3,
366080.0000,-1.14566449E-3,-1.60416344E-3,9.90153383E-3,5.24365902E-3,4.77925595E-3,2.07376177E-3,
366120.0000,3.84216271E-2,-1.64150901E-3,9.00710281E-3,3.69918323E-3,2.13331496E-3,1.94463227E-3,
366160.0000,-5.94078191E-2,6.44248957E-3,8.83872993E-3,2.82153836E-3,3.36717744E-3,1.94253086E-3,
3.662E005,-4.30515930E-2,1.12434139E-3,9.17837862E-3,2.82616657E-3,4.24574222E-3,2.84123328E-3,
366240.0000,-2.50196364E-2,1.21128717E-2,9.72344261E-3,5.23292925E-3,3.36824916E-3,1.43162801E-3,
366280.0000,-4.51691486E-2,-7.03124236E-3,1.09978989E-2,1.94910611E-3,1.07052771E-3,1.68824650E-3,
366320.0000,-8.01512599E-3,6.25866558E-3,7.21759070E-3,2.82247504E-3,3.54558486E-3,2.84191873E-3,
366360.0000,-5.67789525E-2,-1.77106950E-2,1.01103531E-2,3.48726567E-3,2.65564304E-3,2.45614233E-3,
3.664E005,3.70009127E-3,6.56887889E-3,1.04673402E-2,4.36719647E-3,2.48041959E-3,2.58203316E-3,
366440.0000,4.93192747E-2,1.47950379E-2,1.11630522E-2,-2.42454204E-4,2.84005026E-3,2.71214638E-3,
366480.0000,1.24160973E-2,-2.30728351E-2,1.04632676E-2,-2.41846792E-4,1.24558748E-3,2.20116950E-3,
366520.0000,-2.85065267E-2,3.82312527E-3,1.02730962E-2,2.82616657E-3,1.59970834E-3,2.19922327E-3,
366560.0000,-8.96167848E-3,-1.57835928E-3,1.16870990E-2,2.38838862E-3,2.13106256E-3,2.45389692E-3,
3.666E005,-5.41453734E-2,-2.89043952E-2,9.36356839E-3,1.51113095E-3,1.77823752E-3,3.22735100E-3,
366640.0000,-1.10478429E-2,-2.00373661E-2,1.00871995E-2,4.35686205E-3,1.03771572E-5,2.58690864E-3,
366680.0000,-7.69284070E-2,-3.25519331E-2,9.73832700E-3,4.12910432E-3,2.65955064E-3,3.22499196E-3,
366720.0000,-6.87682107E-2,3.01317442E-2,1.13847144E-2,3.69645911E-3,3.54675623E-3,2.58690864E-3,
366760.0000,-2.27864999E-2,1.42330173E-2,8.85547139E-3,4.13705409E-3,1.60147215E-3,1.43328565E-3,
3.668E005,1.16684772E-2,-3.07010468E-2,1.08365202E-2,2.60733254E-3,1.24641950E-3,2.96742865E-3,
366840.0000,-4.51690517E-2,9.09188110E-3,1.08031379E-2,5.89120388E-3,2.65952433E-3,2.71542440E-3,
366880.0000,-1.34006098E-1,-1.51365176E-2,9.20628663E-3,3.47706256E-3,1.86357167E-4,1.17632060E-3,
366920.0000,-1.28084589E-2,-4.30312799E-3,1.06252190E-2,5.45987720E-3,1.77484506E-3,4.12072707E-3,
366960.0000,1.87439211E-2,-2.81339232E-2,8.82208534E-3,6.34611642E-4,1.24576897E-3,3.35430610E-3,
3.67E05,-3.85559089E-2,-1.24585358E-2,1.20791979E-2,3.04393726E-3,2.83403439E-3,3.73612856E-3,
367040.0000,-3.57182026E-2,-1.75391138E-2,8.84879287E-3,3.04600713E-3,3.71454982E-3,2.19720555E-3,
367080.0000,-8.98600742E-2,-2.28357799E-2,9.55259521E-3,3.04709282E-3,2.83664977E-3,1.94585789E-3,
367120.0000,-7.21498057E-2,-4.29112092E-3,8.99684336E-3,8.52872327E-4,3.18901404E-3,3.86073976E-3,
367160.0000,3.92099097E-2,-3.10342889E-2,1.15185231E-2,6.11930992E-3,3.36503633E-3,2.07288214E-3,
3.672E005,-1.86786556E-3,1.43426647E-2,8.11762735E-3,6.11934252E-3,4.95845499E-3,3.09575419E-3,
367240.0000,-8.60798880E-2,3.68581386E-3,1.09979250E-2,3.91742261E-3,2.48183939E-3,3.34929395E-3,
367280.0000,-2.01211087E-2,9.09188110E-3,1.00834277E-2,3.04811401E-3,6.19472656E-3,3.73806548E-3,
367320.0000,-1.67913772E-2,-4.31553321E-3,1.24156065E-2,1.94860809E-3,4.06859675E-3,1.94501516E-3,
367360.0000,-2.14126781E-2,-9.57782567E-3,1.08448537E-2,2.60481169E-3,1.86972436E-4,3.35605722E-3,
3.674E005,-8.96167848E-3,-2.76937522E-2,7.92404730E-3,3.92635306E-3,4.24859812E-3,1.43378857E-3,
367440.0000,1.01664670E-1,3.59704671E-3,1.06211454E-2,2.60487688E-3,2.30567413E-3,3.48628708E-3,
367480.0000,1.88337881E-2,1.16311936E-2,9.19929892E-3,4.13385592E-3,3.72426352E-3,2.83640786E-3,
367520.0000,1.18274353E-2,-1.22434795E-2,9.19232331E-3,6.32660044E-3,4.07813210E-3,1.94375287E-3,
367560.0000,-9.05880630E-2,-4.08207662E-2,9.00707580E-3,3.48720024E-3,2.66109197E-3,4.11860319E-3,
3.676E005,-5.28939068E-2,1.00793166E-3,1.11845871E-2,4.79681231E-3,1.87025042E-4,2.45507597E-3,
367640.0000,-1.10477740E-2,-3.08666229E-2,1.00871995E-2,1.07192702E-3,5.48585085E-3,3.35012772E-3,
367680.0000,-3.85559462E-2,8.63726530E-3,8.28701630E-3,2.82428646E-3,7.16471055E-4,2.71089142E-3,
367720.0000,-6.72725290E-2,-3.05375215E-2,1.10021625E-2,1.72882492E-3,3.53987329E-3,1.68751832E-3,
367760.0000,-1.61733571E-2,-2.35647950E-2,8.80879816E-3,1.51276728E-3,1.95346703E-3,3.35422996E-3,
3.678E005,-5.28938696E-2,2.30764486E-2,8.99687037E-3,6.12194976E-3,4.95676231E-3,3.35426768E-3,
367840.0000,-6.58255070E-2,-6.96883025E-3,1.10148964E-2,8.52739147E-4,2.12873868E-3,2.71344115E-3,
367880.0000,4.00766060E-2,8.78510345E-3,9.90156084E-3,3.92186502E-3,4.43955045E-3,1.94379105E-3,
367920.0000,-7.06584826E-2,1.47950379E-2,9.18533187E-3,5.87633206E-3,4.60499572E-3,4.25258419E-3,
367960.0000,-5.00131212E-2,-7.03119161E-3,1.13627240E-2,2.16686679E-3,3.18898750E-3,3.09279421E-3,
3.68E05,4.66477163E-2,1.69444401E-2,1.06130065E-2,1.95278713E-4,2.66347430E-3,4.38018795E-3,
368040.0000,6.00690134E-2,2.19461601E-2,9.71974246E-3,5.67567069E-3,1.77653856E-3,4.24594432E-3,
368080.0000,-3.56489755E-2,-1.77106969E-2,1.02613112E-2,3.70197836E-3,1.87025042E-4,3.09499446E-3,
368120.0000,3.86763439E-2,1.23141864E-2,1.00872265E-2,3.26476339E-3,4.25005425E-3,1.81599939E-3,
368160.0000,-8.96171201E-3,6.50529144E-3,1.02495551E-2,3.03869951E-3,1.59968203E-3,3.21937678E-3,
3.682E005,-8.45285133E-2,-9.68806073E-3,1.10148694E-2,-2.43703573E-4,1.95595273E-3,3.35678062E-3,
368240.0000,-1.49949873E-2,1.43426135E-2,8.65026284E-3,1.72963133E-3,3.54675646E-3,2.45675212E-3,
368280.0000,-6.92139566E-2,-4.19729054E-2,1.28101036E-2,4.79491102E-3,3.36934836E-3,3.99107300E-3,
368320.0000,5.29107973E-2,-1.49255963E-2,1.06211454E-2,4.36035451E-3,3.19095957E-3,3.35012795E-3,
368360.0000,3.21181603E-2,-1.77105963E-2,1.00679966E-2,4.57313890E-3,2.66109197E-3,3.48103466E-3,
3.684E005,3.22802290E-2,8.71071778E-3,1.04272813E-2,2.60236324E-3,3.01841577E-3,2.07425957E-3,
368440.0000,4.29263292E-3,2.51817740E-2,7.93289859E-3,1.29264791E-3,1.07036426E-3,2.96891178E-3,
368480.0000,-8.96171201E-3,-1.77106969E-2,7.72826513E-3,4.14032396E-3,4.43049660E-3,2.32633133E-3,
368520.0000,-3.45802680E-3,-1.64160819E-3,9.91284475E-3,3.26476316E-3,-3.44889442E-4,3.60867684E-3,
368560.0000,2.73175724E-3,-9.72573832E-3,9.01389308E-3,2.82529113E-3,3.01467022E-3,2.32899864E-3,
3.686E005,1.85982548E-2,1.41247520E-2,1.06171006E-2,6.75283931E-3,2.83403439E-3,3.98906507E-3,
368640.0000,1.16684446E-2,-1.57835952E-3,1.17187789E-2,4.36200527E-3,2.31074938E-3,2.83773546E-3,
368680.0000,-8.34423527E-2,-1.61669962E-3,1.02810236E-2,-4.61187912E-4,2.30690022E-3,4.08264808E-4,
368720.0000,-1.74298882E-2,1.12434197E-3,8.09636991E-3,3.04177380E-3,4.78422362E-3,3.09199817E-3,
368760.0000,1.15043428E-2,-4.29899478E-3,1.08156539E-2,4.12748009E-3,3.01469653E-3,2.71347933E-3,
3.688E005,1.13348132E-2,6.13974640E-3,1.18966969E-2,4.35686205E-3,3.36932181E-3,1.30449480E-3,
368840.0000,6.33799583E-2,1.12439238E-3,1.04432534E-2,3.92485550E-3,3.18594393E-3,5.27357915E-3,
368880.0000,-4.82758880E-2,1.69444401E-2,8.65678769E-3,3.92186502E-3,3.00819031E-3,2.84123328E-3,
368920.0000,-2.93004513E-2,-2.33157128E-2,1.06375171E-2,3.70887574E-3,2.83747911E-3,2.96891155E-3,
368960.0000,3.38845910E-3,1.65735818E-2,9.34938341E-3,3.47709516E-3,2.12650117E-3,1.94501516E-3,
3.69E05,2.56403033E-2,9.25099570E-3,1.13408770E-2,3.69505025E-3,2.83662346E-3,2.96458183E-3,
369040.0000,-3.04075703E-3,-4.30312799E-3,9.02414136E-3,2.38983077E-3,3.72548192E-3,1.30406884E-3,
369080.0000,7.22956806E-2,-9.88123566E-3,9.71976947E-3,1.73076219E-3,1.77566474E-3,3.35678062E-3,
369120.0000,-1.44327823E-2,-5.21518253E-2,8.63405224E-3,5.23289712E-3,3.36717744E-3,2.19769985E-3,
369160.0000,7.39053488E-2,6.44248957E-3,9.36709624E-3,3.48086678E-3,2.30687391E-3,4.37445985E-3,
3.692E005,-2.58146767E-2,9.33205429E-3,1.15407873E-2,8.52595607E-4,1.06981723E-3,2.71028350E-3,
369240.0000,1.18274353E-2,2.16404796E-2,1.02810236E-2,5.45530533E-3,2.48468551E-3,3.61324009E-3,
369280.0000,2.59109326E-2,9.33210459E-3,9.20628663E-3,4.14504390E-3,2.66268826E-3,3.47667164E-3,
369320.0000,1.16684763E-2,-2.50280984E-2,1.02691911E-2,2.60736537E-3,3.19098588E-3,3.34755098E-3,
369360.0000,-1.16144428E-2,-1.70099712E-3,1.04672862E-2,4.79684491E-3,2.12822459E-3,3.86172463E-3,
3.694E005,1.07906619E-2,1.18481496E-3,1.15318978E-2,2.38050823E-3,1.42236415E-3,3.98917915E-3,
369440.0000,2.54593547E-2,-4.93485257E-2,8.10856745E-3,3.26828868E-3,2.66190292E-3,3.48453410E-3,
369480.0000,-1.44328121E-2,1.06536644E-3,1.02613373E-2,3.92335979E-3,2.83747911E-3,3.60863842E-3,
369520.0000,-1.55748855E-2,3.64115974E-3,1.00718085E-2,1.94858760E-4,5.39578614E-4,2.97325640E-3,
369560.0000,3.29827257E-2,1.22129275E-2,8.99005402E-3,2.60646991E-3,4.07405058E-3,3.61327827E-3,
3.696E005,1.86968632E-2,-2.03400869E-2,1.06252460E-2,2.16625980E-3,2.12995242E-3,1.81749417E-3,
369640.0000,-2.58146729E-2,-6.90862536E-3,8.66334978E-3,6.33453252E-4,3.36717744E-3,2.45507620E-3,
369680.0000,2.54026633E-2,-6.96873153E-3,1.04312962E-2,4.80848737E-3,4.59867809E-3,3.09807411E-3,
369720.0000,6.06883578E-2,-4.31558350E-3,1.08073419E-2,3.04183899E-3,1.07052771E-3,1.94585789E-3,
369760.0000,-4.51691188E-2,1.99624896E-2,1.22191356E-2,5.89860789E-3,-3.44011118E-4,2.20067310E-3,
3.698E005,-6.44249916E-2,9.09193233E-3,1.04432814E-2,4.13708668E-3,2.30818125E-3,3.09427315E-3,
369840.0000,2.52427626E-2,1.42329689E-2,8.28388333E-3,4.58591990E-3,1.24641950E-3,2.07330263E-3,
369880.0000,-1.86786382E-3,3.99443731E-2,7.93883018E-3,2.39058584E-3,2.30951700E-3,2.83914106E-3,
369920.0000,-3.57181728E-2,1.99624933E-2,1.06130065E-2,5.02306921E-3,2.83318153E-3,3.48103466E-3,
369960.0000,2.56403033E-2,-1.64145953E-3,9.54896212E-3,2.60153785E-3,2.66033411E-3,2.84054829E-3,
3.7E05,-4.40932885E-2,-2.02378985E-2,9.17837862E-3,1.94811064E-3,1.95148576E-3,2.32636929E-3,
370040.0000,3.31732519E-2,-1.52086373E-2,1.13364812E-2,4.80459863E-3,2.84090871E-3,2.07238505E-3,
370080.0000,9.52987596E-2,9.17094480E-3,1.04432274E-2,4.57684649E-3,2.48326128E-3,2.71028350E-3,
370120.0000,-2.93004178E-2,-1.62923092E-3,8.30261409E-3,4.35511861E-3,1.95247564E-3,2.84252828E-3,
370160.0000,1.87895820E-2,-1.49949864E-2,1.17141921E-2,2.38838862E-3,3.19694704E-3,2.83709052E-3,
